id,preposition-gender,content,prep,pronoun,adj,noun,pronoun_form,adj_form,edit_field
447,,,bei,denselben,guten,Kindern,derselbe,gut,
448,,,bei,jeden,guten,Männern,jede,gut,
449,,,bei,jeden,guten,Frauen,jede,gut,
450,,,bei,jeden,guten,Kindern,jede,gut,
451,,,seit,dem,guten,Freund,der,gut,
452,,,seit,einem,guten,Freund,ein,gut,
453,,,seit,keinem,guten,Freund,kein,gut,
454,,,seit,meinem,guten,Freund,mein,gut,
455,,,seit,deinem,guten,Freund,dein,gut,
456,,,seit,seinem,guten,Freund,sein,gut,
457,,,seit,ihrem,guten,Freund,ihr,gut,
458,,,seit,unserem,guten,Freund,unser,gut,
459,,,seit,eurem,guten,Freund,euer,gut,
460,,,seit,ihrem,guten,Freund,ihr,gut,
461,,,seit,diesem,guten,Freund,dies,gut,
462,,,seit,demselben,guten,Freund,derselbe,gut,
463,,,seit,jedem,guten,Freund,jede,gut,
464,,,seit,der,guten,Frau,der,gut,
465,,,seit,einer,guten,Frau,ein,gut,
466,,,seit,keiner,guten,Frau,kein,gut,
467,,,seit,meiner,guten,Frau,mein,gut,
468,,,seit,deiner,guten,Frau,dein,gut,
469,,,seit,seiner,guten,Frau,sein,gut,
470,,,seit,ihrer,guten,Frau,ihr,gut,
471,,,seit,unserer,guten,Frau,unser,gut,
472,,,seit,eurer,guten,Frau,euer,gut,
473,,,seit,ihrer,guten,Frau,ihr,gut,
474,,,seit,dieser,guten,Frau,dies,gut,
475,,,seit,derselben,guten,Frau,derselbe,gut,
476,,,seit,jeder,guten,Frau,jede,gut,
477,,,seit,dem,guten,Kind,der,gut,
478,,,seit,einem,guten,Kind,ein,gut,
479,,,seit,keinem,guten,Kind,kein,gut,
480,,,seit,meinem,guten,Kind,mein,gut,
481,,,seit,deinem,guten,Kind,dein,gut,
482,,,seit,seinem,guten,Kind,sein,gut,
483,,,seit,ihrem,guten,Kind,ihr,gut,
484,,,seit,unserem,guten,Kind,unser,gut,
485,,,seit,eurem,guten,Kind,euer,gut,
486,,,seit,ihrem,guten,Kind,ihr,gut,
487,,,seit,diesem,guten,Kind,dies,gut,
488,,,seit,demselben,guten,Kind,derselbe,gut,
489,,,seit,jedem,guten,Kind,jede,gut,
490,,,seit,den,guten,Männern,der,gut,
491,,,seit,den,guten,Frauen,der,gut,
492,,,seit,den,guten,Kindern,der,gut,
493,,,seit,keinen,guten,Männern,kein,gut,
494,,,seit,keinen,guten,Frauen,kein,gut,
495,,,seit,keinen,guten,Kindern,kein,gut,
496,,,seit,meinen,guten,Männern,mein,gut,
497,,,seit,meinen,guten,Frauen,mein,gut,
498,,,seit,meinen,guten,Kindern,mein,gut,
499,,,seit,deinen,guten,Männern,dein,gut,
500,,,seit,deinen,guten,Frauen,dein,gut,
501,,,seit,deinen,guten,Kindern,dein,gut,
502,,,seit,seinen,guten,Männern,sein,gut,
503,,,seit,seinen,guten,Frauen,sein,gut,
504,,,seit,seinen,guten,Kindern,sein,gut,
505,,,seit,ihren,guten,Männern,ihr,gut,
506,,,seit,ihren,guten,Frauen,ihr,gut,
507,,,seit,ihren,guten,Kindern,ihr,gut,
508,,,seit,unseren,guten,Männern,unser,gut,
509,,,seit,unseren,guten,Frauen,unser,gut,
510,,,seit,unseren,guten,Kindern,unser,gut,
511,,,seit,euren,guten,Männern,euer,gut,
512,,,seit,euren,guten,Frauen,euer,gut,
513,,,seit,euren,guten,Kindern,euer,gut,
514,,,seit,ihren,guten,Männern,ihr,gut,
515,,,seit,ihren,guten,Frauen,ihr,gut,
516,,,seit,ihren,guten,Kindern,ihr,gut,
517,,,seit,diesen,guten,Männern,dies,gut,
518,,,seit,diesen,guten,Frauen,dies,gut,
519,,,seit,diesen,guten,Kindern,dies,gut,
520,,,seit,denselben,guten,Männern,derselbe,gut,
521,,,seit,denselben,guten,Frauen,derselbe,gut,
522,,,seit,denselben,guten,Kindern,derselbe,gut,
523,,,seit,jeden,guten,Männern,jede,gut,
524,,,seit,jeden,guten,Frauen,jede,gut,
525,,,seit,jeden,guten,Kindern,jede,gut,
526,,,von,dem,guten,Freund,der,gut,
527,,,von,einem,guten,Freund,ein,gut,
528,,,von,keinem,guten,Freund,kein,gut,
529,,,von,meinem,guten,Freund,mein,gut,
530,,,von,deinem,guten,Freund,dein,gut,
531,,,von,seinem,guten,Freund,sein,gut,
532,,,von,ihrem,guten,Freund,ihr,gut,
533,,,von,unserem,guten,Freund,unser,gut,
534,,,von,eurem,guten,Freund,euer,gut,
535,,,von,ihrem,guten,Freund,ihr,gut,
536,,,von,diesem,guten,Freund,dies,gut,
537,,,von,demselben,guten,Freund,derselbe,gut,
538,,,von,jedem,guten,Freund,jede,gut,
539,,,von,der,guten,Frau,der,gut,
540,,,von,einer,guten,Frau,ein,gut,
541,,,von,keiner,guten,Frau,kein,gut,
542,,,von,meiner,guten,Frau,mein,gut,
543,,,von,deiner,guten,Frau,dein,gut,
544,,,von,seiner,guten,Frau,sein,gut,
545,,,von,ihrer,guten,Frau,ihr,gut,
546,,,von,unserer,guten,Frau,unser,gut,
547,,,von,eurer,guten,Frau,euer,gut,
548,,,von,ihrer,guten,Frau,ihr,gut,
549,,,von,dieser,guten,Frau,dies,gut,
550,,,von,derselben,guten,Frau,derselbe,gut,
551,,,von,jeder,guten,Frau,jede,gut,
552,,,von,dem,guten,Kind,der,gut,
553,,,von,einem,guten,Kind,ein,gut,
554,,,von,keinem,guten,Kind,kein,gut,
555,,,von,meinem,guten,Kind,mein,gut,
556,,,von,deinem,guten,Kind,dein,gut,
557,,,von,seinem,guten,Kind,sein,gut,
558,,,von,ihrem,guten,Kind,ihr,gut,
559,,,von,unserem,guten,Kind,unser,gut,
560,,,von,eurem,guten,Kind,euer,gut,
561,,,von,ihrem,guten,Kind,ihr,gut,
562,,,von,diesem,guten,Kind,dies,gut,
563,,,von,demselben,guten,Kind,derselbe,gut,
564,,,von,jedem,guten,Kind,jede,gut,
565,,,von,den,guten,Männern,der,gut,
566,,,von,den,guten,Frauen,der,gut,
567,,,von,den,guten,Kindern,der,gut,
568,,,von,keinen,guten,Männern,kein,gut,
569,,,von,keinen,guten,Frauen,kein,gut,
570,,,von,keinen,guten,Kindern,kein,gut,
571,,,von,meinen,guten,Männern,mein,gut,
572,,,von,meinen,guten,Frauen,mein,gut,
573,,,von,meinen,guten,Kindern,mein,gut,
574,,,von,deinen,guten,Männern,dein,gut,
575,,,von,deinen,guten,Frauen,dein,gut,
576,,,von,deinen,guten,Kindern,dein,gut,
577,,,von,seinen,guten,Männern,sein,gut,
578,,,von,seinen,guten,Frauen,sein,gut,
579,,,von,seinen,guten,Kindern,sein,gut,
580,,,von,ihren,guten,Männern,ihr,gut,
581,,,von,ihren,guten,Frauen,ihr,gut,
582,,,von,ihren,guten,Kindern,ihr,gut,
583,,,von,unseren,guten,Männern,unser,gut,
584,,,von,unseren,guten,Frauen,unser,gut,
585,,,von,unseren,guten,Kindern,unser,gut,
586,,,von,euren,guten,Männern,euer,gut,
587,,,von,euren,guten,Frauen,euer,gut,
588,,,von,euren,guten,Kindern,euer,gut,
589,,,von,ihren,guten,Männern,ihr,gut,
590,,,von,ihren,guten,Frauen,ihr,gut,
591,,,von,ihren,guten,Kindern,ihr,gut,
592,,,von,diesen,guten,Männern,dies,gut,
593,,,von,diesen,guten,Frauen,dies,gut,
594,,,von,diesen,guten,Kindern,dies,gut,
595,,,von,denselben,guten,Männern,derselbe,gut,
596,,,von,denselben,guten,Frauen,derselbe,gut,
597,,,von,denselben,guten,Kindern,derselbe,gut,
598,,,von,jeden,guten,Männern,jede,gut,
599,,,von,jeden,guten,Frauen,jede,gut,
600,,,von,jeden,guten,Kindern,jede,gut,
601,,,außer ,dem,guten,Freund,der,gut,
602,,,außer ,einem,guten,Freund,ein,gut,
603,,,außer ,keinem,guten,Freund,kein,gut,
604,,,außer ,meinem,guten,Freund,mein,gut,
605,,,außer ,deinem,guten,Freund,dein,gut,
606,,,außer ,seinem,guten,Freund,sein,gut,
607,,,außer ,ihrem,guten,Freund,ihr,gut,
608,,,außer ,unserem,guten,Freund,unser,gut,
609,,,außer ,eurem,guten,Freund,euer,gut,
610,,,außer ,ihrem,guten,Freund,ihr,gut,
611,,,außer ,diesem,guten,Freund,dies,gut,
612,,,außer ,demselben,guten,Freund,derselbe,gut,
613,,,außer ,jedem,guten,Freund,jede,gut,
614,,,außer ,der,guten,Frau,der,gut,
615,,,außer ,einer,guten,Frau,ein,gut,
616,,,außer ,keiner,guten,Frau,kein,gut,
617,,,außer ,meiner,guten,Frau,mein,gut,
618,,,außer ,deiner,guten,Frau,dein,gut,
619,,,außer ,seiner,guten,Frau,sein,gut,
620,,,außer ,ihrer,guten,Frau,ihr,gut,
621,,,außer ,unserer,guten,Frau,unser,gut,
622,,,außer ,eurer,guten,Frau,euer,gut,
623,,,außer ,ihrer,guten,Frau,ihr,gut,
624,,,außer ,dieser,guten,Frau,dies,gut,
625,,,außer ,derselben,guten,Frau,derselbe,gut,
626,,,außer ,jeder,guten,Frau,jede,gut,
627,,,außer ,dem,guten,Kind,der,gut,
628,,,außer ,einem,guten,Kind,ein,gut,
629,,,außer ,keinem,guten,Kind,kein,gut,
630,,,außer ,meinem,guten,Kind,mein,gut,
631,,,außer ,deinem,guten,Kind,dein,gut,
632,,,außer ,seinem,guten,Kind,sein,gut,
633,,,außer ,ihrem,guten,Kind,ihr,gut,
634,,,außer ,unserem,guten,Kind,unser,gut,
635,,,außer ,eurem,guten,Kind,euer,gut,
636,,,außer ,ihrem,guten,Kind,ihr,gut,
637,,,außer ,diesem,guten,Kind,dies,gut,
638,,,außer ,demselben,guten,Kind,derselbe,gut,
639,,,außer ,jedem,guten,Kind,jede,gut,
640,,,außer ,den,guten,Männern,der,gut,
641,,,außer ,den,guten,Frauen,der,gut,
642,,,außer ,den,guten,Kindern,der,gut,
643,,,außer ,keinen,guten,Männern,kein,gut,
644,,,außer ,keinen,guten,Frauen,kein,gut,
645,,,außer ,keinen,guten,Kindern,kein,gut,
646,,,außer ,meinen,guten,Männern,mein,gut,
647,,,außer ,meinen,guten,Frauen,mein,gut,
648,,,außer ,meinen,guten,Kindern,mein,gut,
649,,,außer ,deinen,guten,Männern,dein,gut,
650,,,außer ,deinen,guten,Frauen,dein,gut,
651,,,außer ,deinen,guten,Kindern,dein,gut,
652,,,außer ,seinen,guten,Männern,sein,gut,
653,,,außer ,seinen,guten,Frauen,sein,gut,
654,,,außer ,seinen,guten,Kindern,sein,gut,
655,,,außer ,ihren,guten,Männern,ihr,gut,
656,,,außer ,ihren,guten,Frauen,ihr,gut,
657,,,außer ,ihren,guten,Kindern,ihr,gut,
658,,,außer ,unseren,guten,Männern,unser,gut,
659,,,außer ,unseren,guten,Frauen,unser,gut,
660,,,außer ,unseren,guten,Kindern,unser,gut,
661,,,außer ,euren,guten,Männern,euer,gut,
662,,,außer ,euren,guten,Frauen,euer,gut,
663,,,außer ,euren,guten,Kindern,euer,gut,
664,,,außer ,ihren,guten,Männern,ihr,gut,
665,,,außer ,ihren,guten,Frauen,ihr,gut,
666,,,außer ,ihren,guten,Kindern,ihr,gut,
667,,,außer ,diesen,guten,Männern,dies,gut,
668,,,außer ,diesen,guten,Frauen,dies,gut,
669,,,außer ,diesen,guten,Kindern,dies,gut,
670,,,außer ,denselben,guten,Männern,derselbe,gut,
671,,,außer ,denselben,guten,Frauen,derselbe,gut,
672,,,außer ,denselben,guten,Kindern,derselbe,gut,
673,,,außer ,jeden,guten,Männern,jede,gut,
674,,,außer ,jeden,guten,Frauen,jede,gut,
675,,,außer ,jeden,guten,Kindern,jede,gut,
